scene_id,scene_key,dataset,source_group,format,depth_kind,pose_kind,eligible_frame_count,full_count,hard_subset_count,scene_root
DL3DV-ALL-480P__10K_extracted__970a5c674c27b504d592d0a70c496d0e35ab0dc76802fb6e1bf336a4c1fe150a,DL3DV-ALL-480P/10K_extracted/970a5c674c27b504d592d0a70c496d0e35ab0dc76802fb6e1bf336a4c1fe150a,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/970a5c674c27b504d592d0a70c496d0e35ab0dc76802fb6e1bf336a4c1fe150a
DL3DV-ALL-480P__10K_extracted__9768df683fa3ee444847b68663c3d5a29b76b65c0ff3c554fa39086c1d9b595a,DL3DV-ALL-480P/10K_extracted/9768df683fa3ee444847b68663c3d5a29b76b65c0ff3c554fa39086c1d9b595a,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9768df683fa3ee444847b68663c3d5a29b76b65c0ff3c554fa39086c1d9b595a
DL3DV-ALL-480P__10K_extracted__97a61765a05baff1891ef1c8adb3e7e85231d7992668f9cc2e5cf01f480aa7c4,DL3DV-ALL-480P/10K_extracted/97a61765a05baff1891ef1c8adb3e7e85231d7992668f9cc2e5cf01f480aa7c4,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/97a61765a05baff1891ef1c8adb3e7e85231d7992668f9cc2e5cf01f480aa7c4
DL3DV-ALL-480P__10K_extracted__97c725a4f9f48f1dedea4e1b3d693c60853c1a0658c185cb371f56541929bc7c,DL3DV-ALL-480P/10K_extracted/97c725a4f9f48f1dedea4e1b3d693c60853c1a0658c185cb371f56541929bc7c,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/97c725a4f9f48f1dedea4e1b3d693c60853c1a0658c185cb371f56541929bc7c
DL3DV-ALL-480P__10K_extracted__9867fbee9dda9976003c34f3684b9d7082bc3b25b9a4de7ae434236a29ad9adf,DL3DV-ALL-480P/10K_extracted/9867fbee9dda9976003c34f3684b9d7082bc3b25b9a4de7ae434236a29ad9adf,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9867fbee9dda9976003c34f3684b9d7082bc3b25b9a4de7ae434236a29ad9adf
DL3DV-ALL-480P__10K_extracted__98c131f76b72886e98eb22397f22d2001e8a667cf91b89df4f61194756f6dea3,DL3DV-ALL-480P/10K_extracted/98c131f76b72886e98eb22397f22d2001e8a667cf91b89df4f61194756f6dea3,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/98c131f76b72886e98eb22397f22d2001e8a667cf91b89df4f61194756f6dea3
DL3DV-ALL-480P__10K_extracted__98ff6a357347abc294c12a34f15a79a3a1996e9f9de76173de37702d111e8138,DL3DV-ALL-480P/10K_extracted/98ff6a357347abc294c12a34f15a79a3a1996e9f9de76173de37702d111e8138,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/98ff6a357347abc294c12a34f15a79a3a1996e9f9de76173de37702d111e8138
DL3DV-ALL-480P__10K_extracted__992b77e6bbbba6b54b795ee7a9ec710c1f12ed7a2e8163cf60207d791a6ab3b6,DL3DV-ALL-480P/10K_extracted/992b77e6bbbba6b54b795ee7a9ec710c1f12ed7a2e8163cf60207d791a6ab3b6,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/992b77e6bbbba6b54b795ee7a9ec710c1f12ed7a2e8163cf60207d791a6ab3b6
DL3DV-ALL-480P__10K_extracted__99e3a4068de263e1bae0c1e294d322e469f7a6e4af16b2397d2c3f9f6bb63506,DL3DV-ALL-480P/10K_extracted/99e3a4068de263e1bae0c1e294d322e469f7a6e4af16b2397d2c3f9f6bb63506,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/99e3a4068de263e1bae0c1e294d322e469f7a6e4af16b2397d2c3f9f6bb63506
DL3DV-ALL-480P__10K_extracted__9aae8ae4d5ad1d1fe1a568cd7fc26dcfc9c4997ca4d9ce5d01dac0da882629d7,DL3DV-ALL-480P/10K_extracted/9aae8ae4d5ad1d1fe1a568cd7fc26dcfc9c4997ca4d9ce5d01dac0da882629d7,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9aae8ae4d5ad1d1fe1a568cd7fc26dcfc9c4997ca4d9ce5d01dac0da882629d7
